id,override,title,description,link
28507,pt_XX,Gym Sack Neon,"Chega aos teus jogos e treinos com tudo o que precisas. 
  
 A  Gym Sack N1  é espaçosa, leve e resistente — perfeita para guardar luvas, chuteiras e todo o teu material desportivo. O seu design prático permite organizar o equipamento de forma simples e eficiente. 
  Composição:  100% Poliéster  Leve. Resistente. Funcional.",https://n1gloves.com/pt/inicio/28507-gym-sack-neon-8435768047493
28508,pt_XX,Gym Sack White,"Chega aos teus jogos e treinos com tudo o que precisas. 
  
 A  Gym Sack N1  é espaçosa, leve e resistente — perfeita para guardar luvas, chuteiras e todo o teu material desportivo. O seu design prático permite organizar o equipamento de forma simples e eficiente. 
  Composição:  100% Poliéster  Leve. Resistente. Funcional.",https://n1gloves.com/pt/inicio/28508-gym-sack-white-8435768047462
28509,pt_XX,Gym Sack Orange,"Chega aos teus jogos e treinos com tudo o que precisas. 
  
 A  Gym Sack N1  é espaçosa, leve e resistente — perfeita para guardar luvas, chuteiras e todo o teu material desportivo. O seu design prático permite organizar o equipamento de forma simples e eficiente. 
  Composição:  100% Poliéster  Leve. Resistente. Funcional.",https://n1gloves.com/pt/inicio/28509-gym-sack-orange-8435768047509
28510,pt_XX,Gym Sack Green,"Chega aos teus jogos e treinos com tudo o que precisas. 
  
 A  Gym Sack N1  é espaçosa, leve e resistente — perfeita para guardar luvas, chuteiras e todo o teu material desportivo. O seu design prático permite organizar o equipamento de forma simples e eficiente. 
  Composição:  100% Poliéster  Leve. Resistente. Funcional.",https://n1gloves.com/pt/inicio/28510-gym-sack-green-8435768047516
28511,pt_XX,Gym Sack Pink,"Chega aos teus jogos e treinos com tudo o que precisas. 
  
 A  Gym Sack N1  é espaçosa, leve e resistente — perfeita para guardar luvas, chuteiras e todo o teu material desportivo. O seu design prático permite organizar o equipamento de forma simples e eficiente. 
  Composição:  100% Poliéster  Leve. Resistente. Funcional.",https://n1gloves.com/pt/inicio/28511-gym-sack-pink-8435768047486
28512,pt_XX,Gym Sack Grey,"Chega aos teus jogos e treinos com tudo o que precisas. 
  
 A  Gym Sack N1  é espaçosa, leve e resistente — perfeita para guardar luvas, chuteiras e todo o teu material desportivo. O seu design prático permite organizar o equipamento de forma simples e eficiente. 
  Composição:  100% Poliéster  Leve. Resistente. Funcional.",https://n1gloves.com/pt/inicio/28512-gym-sack-grey-8435768047479
28513,pt_XX,Mochila de Treino N1,"A  Mochila N1 Backpack  foi desenvolvida para acompanhar-te em todos os treinos, jogos e deslocações.   
 A sua distribuição inteligente permite transportar todo o teu equipamento de forma organizada, graças ao amplo compartimento principal, bolso frontal de acesso rápido e bolsos laterais em rede para os objetos que precisas ter sempre à mão. 
 Leve, resistente e confortável, é a mochila ideal para guarda-redes e jogadores que precisam de ter todo o material sempre pronto. 
  Compartimentos:  
 
 1 compartimento principal de grande capacidade. 
 1 bolso frontal com fecho. 
 2 bolsos laterais em rede. 
 
  Material:  Poliéster de alta resistência. 
  
  Cor:  Preto.",https://n1gloves.com/pt/inicio/28513-mochila-de-treino-n1-8435768021585
28515,pt_XX,Saco de Desporto N1 Pro,"Saco de Desporto N1 Pro com amplo espaço interior e dois bolsos laterais, para levar roupa, luvas, chuteiras e acessórios arrumados. Asas fixas de mão e alça de ombro amovível. Poliéster resistente e fácil de limpar.",https://n1gloves.com/pt/inicio/28515-saco-de-desporto-n1-pro-8435768021592
28983,pt_XX,N1 Grip Socks,"Meias técnicas antiderrapantes com grip. 
 Mantêm o pé firme dentro da chuteira, evitando deslizamentos internos e melhorando a estabilidade em cada ação. 
 Ideais para jogadores que procuram maior controlo, precisão e segurança no jogo. 
  
 Composição: 40% Algodão/ 40% Nylon/ 10% Elastano/ 10% Poliéster Zonas de grip: 100% PVC. 
  TAMANHOS  
  Tamanho S  
 
 
 EU: 35–38 
 
 
 US: 3–6 
 
 
  Tamanho M  
 
 
 EU: 39–42 
 
 
 US: 7–9 
 
 
  Tamanho L  
 
 
 EU: 43–46 
 
 
 US: 10–12",https://n1gloves.com/pt/inicio/28983-n1-grip-socks
28992,pt_XX,N1 Grip Socks - Black,"Meias técnicas antiderrapantes com grip. 
 Mantêm o pé firme dentro da chuteira, evitando deslizamentos internos e melhorando a estabilidade em cada ação. 
 Ideais para jogadores que procuram maior controlo, precisão e segurança no jogo. 
  
 Composição: 40% Algodão/ 40% Nylon/ 10% Elastano/ 10% Poliéster Zonas de grip: 100% PVC. 
  TAMANHOS  
  Tamanho S  
 
 
 EU: 35–38 
 
 
 US: 3–6 
 
 
  Tamanho M  
 
 
 EU: 39–42 
 
 
 US: 7–9 
 
 
  Tamanho L  
 
 
 EU: 43–46 
 
 
 US: 10–12",https://n1gloves.com/pt/inicio/28992-n1-grip-socks-black
